Metabolite,Compound_ID_X01,Original_Metabolite_Name,HMDB_ID,Known_Compound,Included_X01,Included_Pilot,Included_MESA2,Assay,Known,cv_percent,n_pools,missing_exam_1,missing_exam_5,missing_exam_6,missing_all_exams
HILIC_QI18218,QI18218,NA,,0,1,1,1,HILIC,1,2.680797951390857,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18294,QI18294,NA,,0,1,1,1,HILIC,1,2.6872304830227076,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18296,QI18296,NA,,0,1,1,1,HILIC,1,3.6554052118212845,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18321,QI18321,NA,,0,1,1,1,HILIC,1,20.333052919783896,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18335,QI18335,NA,,0,1,1,1,HILIC,1,8.614890233484553,535,0.047058823529411764,0.138217000691085,0,0.06556899315168294
HILIC_QI18346,QI18346,NA,,0,1,1,1,HILIC,1,17.662437981064656,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18344,QI18344,NA,,0,1,1,1,HILIC,1,6.4562839009377235,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18385,QI18385,NA,,0,1,1,1,HILIC,1,3.7993866257389595,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18526,QI18526,NA,,0,1,1,1,HILIC,1,9.055796884503671,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18497,QI18497,NA,,0,1,1,1,HILIC,1,17.048376284107576,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18614,QI18614,NA,,0,1,1,1,HILIC,1,35.029011794839974,527,0.047058823529411764,14.213314904399907,2.3255813953488373,5.026956141629025
HILIC_QI18700,QI18700,NA,,0,1,1,1,HILIC,1,7.050402477915601,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18674,QI18674,NA,,0,1,1,1,HILIC,1,20.1912337803348,535,0.047058823529411764,0.6680488366735775,0.29900332225913623,0.29870319102433335
HILIC_QI18696,QI18696,NA,,0,1,1,1,HILIC,1,5.241604595730482,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18791,QI18791,NA,,0,1,1,1,HILIC,1,6.451027669963537,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18817,QI18817,NA,,0,1,1,1,HILIC,1,6.208543163393726,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18807,QI18807,NA,,0,1,1,1,HILIC,1,3.7132721681462257,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18810,QI18810,NA,,0,1,1,1,HILIC,1,5.499153087754672,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18816,QI18816,NA,,0,1,1,1,HILIC,1,4.973924005703669,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18923,QI18923,NA,,0,1,1,1,HILIC,1,11.845049939235059,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18975,QI18975,NA,,0,1,1,1,HILIC,1,3.7937475667038645,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI18984,QI18984,NA,,0,1,1,1,HILIC,1,2.3469615740521026,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19159,QI19159,NA,,0,1,1,1,HILIC,1,14.891683290301582,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19167,QI19167,NA,,0,1,1,1,HILIC,1,8.11879461675141,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19005,QI19005,NA,,0,1,1,1,HILIC,1,4.347910936490932,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19175,QI19175,NA,,0,1,1,1,HILIC,1,6.820376205928287,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19105,QI19105,NA,,0,1,1,1,HILIC,1,23.024155235798556,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19162,QI19162,NA,,0,1,1,1,HILIC,1,3.434979241178773,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19275,QI19275,NA,,0,1,1,1,HILIC,1,5.315140358970463,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19128,QI19128,NA,,0,1,1,1,HILIC,1,6.594511979380549,535,0.047058823529411764,0.11518083390923751,0,0.05828354946816262
HILIC_QI19331,QI19331,NA,,0,1,1,1,HILIC,1,4.7276554613574335,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19249,QI19249,NA,,0,1,1,1,HILIC,1,8.185074986923551,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19305,QI19305,NA,,0,1,1,1,HILIC,1,6.728029169328995,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19323,QI19323,NA,,0,1,1,1,HILIC,1,16.887381477913188,535,0.047058823529411764,0.09214466712739,0,0.050998105784642284
HILIC_QI19453,QI19453,NA,,0,1,1,1,HILIC,1,5.080388227890236,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19543,QI19543,NA,,0,1,1,1,HILIC,1,6.181507943432534,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19591,QI19591,NA,,0,1,1,1,HILIC,1,10.467275607531356,535,0.047058823529411764,0.09214466712739,0.03322259136212625,0.05828354946816262
HILIC_QI19745,QI19745,NA,,0,1,1,1,HILIC,1,15.247522077234224,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19725,QI19725,NA,,0,1,1,1,HILIC,1,15.396723439616938,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19696,QI19696,NA,,0,1,1,1,HILIC,1,2.4885302595754633,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19833,QI19833,NA,,0,1,1,1,HILIC,1,10.883921807470722,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI19837,QI19837,NA,,0,1,1,1,HILIC,1,2.467049615062132,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI05487,QI05487,NA,,0,1,1,1,HILIC,1,2.2745454957112834,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_QI05524,QI05524,NA,,0,1,1,1,HILIC,1,3.947445806763443,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X3.Hydroxyhippuric.acid,QI09766,3-Hydroxyhippuric acid,HMDB0006116,1,1,1,1,HILIC,1,12.809654960590322,535,0.06274509803921569,0.11518083390923751,0.03322259136212625,0.07285443683520326
HILIC_X4.Aminohippuric.acid,QI08653,4-Aminohippuric acid,HMDB0001867,1,1,1,1,HILIC,1,10.370010089606005,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_N.Acetylaspartic.acid,TF00020,N-Acetylaspartic acid,HMDB0000812,1,1,1,1,HILIC,1,6.604479141860821,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_N.Acetyl.D.tryptophan,TF00021,N-Acetyl-D-tryptophan,HMDB0013713,1,1,1,1,HILIC,1,10.092059205915238,535,0.06274509803921569,0.09214466712739,0.03322259136212625,0.06556899315168294
HILIC_QI06670,QI06670,NA,,0,1,1,1,HILIC,1,9.136578536438961,535,0.06274509803921569,0.1612531674729325,0.0664451827242525,0.09471076788576424
HILIC_QI08935,QI08935,NA,,0,1,1,1,HILIC,1,8.5542879940508,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_QI14656,QI14656,NA,,0,1,1,1,HILIC,1,11.582738179365753,535,0.06274509803921569,0.09214466712739,0.0664451827242525,0.07285443683520326
HILIC_QI15258,QI15258,NA,,0,1,1,1,HILIC,1,15.376631965390619,535,0.06274509803921569,0.11518083390923751,0.03322259136212625,0.07285443683520326
HILIC_QI15607,QI15607,NA,,0,1,1,1,HILIC,1,7.417571790814896,535,0.06274509803921569,0.09214466712739,0.0664451827242525,0.07285443683520326
HILIC_QI15926,QI15926,NA,,0,1,1,1,HILIC,1,48.04974630523007,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_Bilirubin,QI03702,Bilirubin,HMDB0000054,1,1,1,1,HILIC,1,5.5655441909203915,535,0.06274509803921569,0.11518083390923751,0.0664451827242525,0.08013988051872359
HILIC_Methylguanidine,TF00017,Methylguanidine,HMDB0001522,1,1,1,1,HILIC,1,10.964634987607381,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_N.Acetylarginine,QI18963,N-Acetylarginine,HMDB0004620,1,1,1,1,HILIC,1,6.245537487676621,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_N.palmitoyl.glutamine,TF00044,N-palmitoyl glutamine,HMDB0241924,1,1,1,1,HILIC,1,9.243683611461082,535,0.0784313725490196,0.0691085003455425,0.09966777408637872,0.08013988051872359
HILIC_Thiamine,QI19884,Thiamine,HMDB0000235,1,1,1,1,HILIC,1,14.87877646369273,535,0.06274509803921569,0.138217000691085,0.03322259136212625,0.08013988051872359
HILIC_Ureidopropionic.acid,QI12505,Ureidopropionic acid,HMDB0000026,1,1,1,1,HILIC,1,9.83076990314555,535,0.06274509803921569,0.11518083390923751,0.09966777408637872,0.08742532420224391
HILIC_Retinol,QI04104,Retinol,HMDB0000305,1,1,1,1,HILIC,1,7.210681501611836,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_CAR.6.0.OH,QI18972,CAR 6:0;OH,HMDB0013131,1,1,1,1,HILIC,1,6.37492242452158,535,0.0784313725490196,0.09214466712739,0.0664451827242525,0.08013988051872359
HILIC_CAR.16.2,QI16872,CAR 16:2,HMDB0013334,1,1,1,1,HILIC,1,7.969339431768818,535,0.06274509803921569,0.11518083390923751,0.03322259136212625,0.07285443683520326
HILIC_CAR.18.0,QI16659,CAR 18:0,HMDB0000848,1,1,1,1,HILIC,1,14.88599554777441,533,0.06274509803921569,0.0691085003455425,1.6611295681063125,0.41527028996065857
HILIC_CAR.DC18.1,QI17139,CAR DC18:1,HMDB0241537,1,1,1,1,HILIC,1,8.381918076501112,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_CAR.DC18.0,QI17063,CAR DC18:0,HMDB0240777,1,1,1,1,HILIC,1,8.662230903221081,535,0.06274509803921569,0.09214466712739,0.03322259136212625,0.06556899315168294
HILIC_QI17916,QI17916,NA,,0,1,1,1,HILIC,1,7.885402017188786,535,0.06274509803921569,0.09214466712739,0,0.05828354946816262
HILIC_PC.P.32.1.or.PC.O.32.2,QI16738,PC P-32:1 or PC O-32:2,HMDB0011269,1,1,1,1,HILIC,1,16.890894472896452,535,0.06274509803921569,0.138217000691085,0.0664451827242525,0.08742532420224391
HILIC_PC.28.0,QI16900,PC 28:0,HMDB0007866,1,1,1,1,HILIC,1,5.559680156305735,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_LPE.16.1,QI16405,LPE 16:1,HMDB0011504,1,1,1,1,HILIC,1,6.475690076088453,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_GlcCer.18.1.O2.22.0,QI07478,GlcCer 18:1;O2/22:0,HMDB0004974,1,1,1,1,HILIC,1,31.59228647907069,535,0.0784313725490196,0.09214466712739,0.03322259136212625,0.07285443683520326
HILIC_QI03677,QI03677,NA,,0,1,1,1,HILIC,1,9.616495217787323,535,0.06274509803921569,0.138217000691085,0.16611295681063123,0.10928165525280491
HILIC_QI04236,QI04236,NA,,0,1,1,1,HILIC,1,6.296963242168643,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_QI07452,QI07452,NA,,0,1,1,1,HILIC,1,6.535900828659982,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_QI08078,QI08078,NA,,0,1,1,1,HILIC,1,10.61347774576279,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_Cer.18.1.O2.23.1,QI04614,Cer 18:1;O2/23:1,NA,1,1,1,1,HILIC,1,7.332084981820282,535,0.0784313725490196,0.09214466712739,0.03322259136212625,0.07285443683520326
HILIC_Cer.18.1.O2.24.2,QI04616,Cer 18:1;O2/24:2,HMDB0240680,1,1,1,1,HILIC,1,7.04067790616931,535,0.0784313725490196,0.09214466712739,0.03322259136212625,0.07285443683520326
HILIC_Cer.18.1.O2.23.0,QI04615,Cer 18:1;O2/23:0,HMDB0000950,1,1,1,1,HILIC,1,15.98884843039839,535,0.09411764705882353,0.09214466712739,0.03322259136212625,0.08013988051872359
HILIC_GlcCer.18.2.O2.22.0,QI07477,GlcCer 18:2;O2/22:0,NA,1,1,1,1,HILIC,1,8.797116992841389,535,0.09411764705882353,0.09214466712739,0.03322259136212625,0.08013988051872359
HILIC_QI03405,QI03405,NA,,0,1,1,1,HILIC,1,12.316374867638824,535,0.06274509803921569,0.2073255010366275,0.23255813953488372,0.14570887367040652
HILIC_QI03849,QI03849,NA,,0,1,1,1,HILIC,1,17.265925935560333,535,0.06274509803921569,0.2073255010366275,0.132890365448505,0.12385254261984555
HILIC_QI03590,QI03590,NA,,0,1,1,1,HILIC,1,13.241262599553941,535,0.06274509803921569,0.23036166781847503,0.26578073089701,0.16027976103744718
HILIC_QI03617,QI03617,NA,,0,1,1,1,HILIC,1,12.94209047552669,535,0.06274509803921569,0.138217000691085,0.29900332225913623,0.1384234299868862
HILIC_QI04005,QI04005,NA,,0,1,1,1,HILIC,1,15.792752035183625,535,0.09411764705882353,0.09214466712739,0.3654485049833887,0.15299431735392688
HILIC_QI04019,QI04019,NA,,0,1,1,1,HILIC,1,10.651192060016973,535,0.06274509803921569,0.138217000691085,0.16611295681063123,0.10928165525280491
HILIC_QI04544,QI04544,NA,,0,1,1,1,HILIC,1,8.360925369796854,535,0.09411764705882353,0.0691085003455425,0.03322259136212625,0.07285443683520326
HILIC_QI05220,QI05220,NA,,0,1,1,1,HILIC,1,69.04739828573608,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_QI05055,QI05055,NA,,0,1,1,1,HILIC,1,181.68123418759583,535,0.0784313725490196,0.0691085003455425,0,0.05828354946816262
HILIC_QI07283,QI07283,NA,,0,1,1,1,HILIC,1,11.494611722960695,535,0.09411764705882353,0.138217000691085,0.0664451827242525,0.10199621156928457
HILIC_QI07451,QI07451,NA,,0,1,1,1,HILIC,1,13.419954339926822,535,0.1411764705882353,0.18428933425478,0.19933554817275745,0.1675652047209675
HILIC_QI07503,QI07503,NA,,0,1,1,1,HILIC,1,11.338203890446707,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_QI07418,QI07418,NA,,0,1,1,1,HILIC,1,10.643428577853726,535,0.09411764705882353,0.138217000691085,0.0664451827242525,0.10199621156928457
HILIC_QI07488,QI07488,NA,,0,1,1,1,HILIC,1,34.195683004545295,535,0.0784313725490196,0.09214466712739,0.03322259136212625,0.07285443683520326
HILIC_QI13333,QI13333,NA,,0,1,1,1,HILIC,1,11.238964424320363,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_QI13515,QI13515,NA,,0,1,1,1,HILIC,1,33.66309385983938,535,0.09411764705882353,0.0691085003455425,0.0664451827242525,0.08013988051872359
HILIC_QI13354,QI13354,NA,,0,1,1,1,HILIC,1,21.986483847402944,534,0.06274509803921569,0.138217000691085,0.132890365448505,0.10199621156928457
HILIC_QI14681,QI14681,NA,,0,1,1,1,HILIC,1,5.005334881467478,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_QI14970,QI14970,NA,,0,1,1,1,HILIC,1,8.332139294670968,535,0.06274509803921569,0.09214466712739,0,0.05828354946816262
HILIC_QI15208,QI15208,NA,,0,1,1,1,HILIC,1,18.526237518550346,535,0.06274509803921569,0.11518083390923751,0.23255813953488372,0.11656709893632523
HILIC_QI16084,QI16084,NA,,0,1,1,1,HILIC,1,12.800118739329932,534,0.0784313725490196,0.138217000691085,0.03322259136212625,0.08742532420224391
HILIC_QI14851,QI14851,NA,,0,1,1,1,HILIC,1,18.55012593377626,535,0.0784313725490196,0.138217000691085,0.09966777408637872,0.10199621156928457
HILIC_QI16181,QI16181,NA,,0,1,1,1,HILIC,1,13.42444485437204,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_QI16744,QI16744,NA,,0,1,1,1,HILIC,1,24.07160146362843,535,0.06274509803921569,0.11518083390923751,0,0.06556899315168294
HILIC_QI17596,QI17596,NA,,0,1,1,1,HILIC,1,23.437959091238096,535,0.06274509803921569,0.09214466712739,0.132890365448505,0.08742532420224391
HILIC_QI18063,QI18063,NA,,0,1,1,1,HILIC,1,12.389309362989277,534,0.06274509803921569,0.18428933425478,0,0.08742532420224391
HILIC_QI15439,QI15439,NA,,0,1,1,1,HILIC,1,46.57957036658391,535,0.0784313725490196,0.11518083390923751,0.132890365448505,0.10199621156928457
HILIC_QI18244,QI18244,NA,,0,1,1,1,HILIC,1,6.667096973658489,535,0.06274509803921569,0.0691085003455425,0.03322259136212625,0.05828354946816262
HILIC_QI18498,QI18498,NA,,0,1,1,1,HILIC,1,14.902965921914385,535,0.06274509803921569,2.165399677493665,0.3654485049833887,0.7941133615037156
HILIC_QI18922,QI18922,NA,,0,1,1,1,HILIC,1,12.961129630774144,535,0.0784313725490196,0.18428933425478,0.09966777408637872,0.11656709893632523
HILIC_QI19608,QI19608,NA,,0,1,1,1,HILIC,1,16.066672128723127,535,0.06274509803921569,0.0691085003455425,0.0664451827242525,0.06556899315168294
HILIC_QI19726,QI19726,NA,,0,1,1,1,HILIC,1,22.16619614533163,535,0.06274509803921569,0.0691085003455425,0.0664451827242525,0.06556899315168294
HILIC_QI05413,QI05413,NA,,0,1,1,1,HILIC,1,3.963130716901258,535,0.06274509803921569,0.0691085003455425,0,0.050998105784642284
HILIC_Cortisone,QI07228,Cortisone,HMDB0002802,1,1,1,1,HILIC,1,15.17148634502338,533,0.12549019607843137,0.27643400138217,0.16611295681063123,0.18213609208800816
HILIC_CAR.16.4,QI16978,CAR 16:4,NA,1,1,1,1,HILIC,1,6.178332832436299,535,0.0784313725490196,0.09214466712739,0,0.06556899315168294
C8_LPC.16.0.0.0,QI2110,LPC 16:0/0:0,HMDB0010382,1,1,1,1,C8,1,3.3960114712336016,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.0.0.17.1,QI2044,LPC 0:0/17:1,NA,1,1,1,1,C8,1,5.12871600038824,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.17.0.0.0,QI2249,LPC 17:0/0:0,HMDB0012108,1,1,1,1,C8,1,2.9107582625661563,513,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.18.2.0.0,QI10262,LPC 18:2/0:0,HMDB0010386,1,1,1,1,C8,1,2.995149356643389,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.0.0.18.0,QI9913,LPC 0:0/18:0,HMDB0011128,1,1,1,1,C8,1,4.495481067279001,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_LPC.19.0.0.0,QI2520,LPC 19:0/0:0,NA,1,1,1,1,C8,1,4.765376467732401,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.20.3.0.0,QI10106,LPC 20:3/0:0,HMDB0010393,1,1,1,1,C8,1,3.1279316283302974,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.20.2.0.0,QI9967,LPC 20:2/0:0,HMDB0010392,1,1,1,1,C8,1,4.0074554588936815,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_LPC.20.1.0.0,QI2447,LPC 20:1/0:0,HMDB0010391,1,1,1,1,C8,1,3.8839730196766222,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.22.6.0.0,QI10261,LPC 22:6/0:0,HMDB0010404,1,1,1,1,C8,1,3.292703641729348,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.0.0.22.5,QI2097,LPC 0:0/22:5,NA,1,1,1,1,C8,1,4.432272851070625,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_LPC.22.5.0.0,QI10068,LPC 22:5/0:0,HMDB0010403,1,1,1,1,C8,1,5.492707524827404,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_LPC.O.16.0.0.0,QI2266,LPC O-16:0/0:0,HMDB0243890,1,1,1,1,C8,1,3.4427452566979175,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.O.18.1.0.0,QI2352,LPC O-18:1/0:0,NA,1,1,1,1,C8,1,4.168517190229955,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_LPC.O.18.0.0.0,QI2567,LPC O-18:0/0:0,HMDB0011149,1,1,1,1,C8,1,4.43436308564145,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_LPC.O.24.0.0.0,QI9132,LPC O-24:0/0:0,NA,1,1,1,1,C8,1,3.9214723298986107,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_LPC.P.16.0.0.0,QI2260,LPC P-16:0/0:0,HMDB0010407,1,1,1,1,C8,1,3.45896047688154,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_LPC.P.18.1.0.0,QI9902,LPC P-18:1/0:0,HMDB0010408,1,1,1,1,C8,1,6.998185087577842,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.30.1,QI9109,PC 30:1,HMDB0007870,1,1,1,1,C8,1,3.347739165408852,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.30.0,QI8982,PC 30:0,HMDB0007869,1,1,1,1,C8,1,3.191952789815771,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.31.0,QI3426,PC 31:0,HMDB0007935,1,1,1,1,C8,1,3.4943937130336757,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.32.2,QI3199,PC 32:2,HMDB0007874,1,1,1,1,C8,1,3.1065885707135106,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.32.1,QI3384,PC 32:1,HMDB0007873,1,1,1,1,C8,1,3.401892637607684,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.33.2,QI8916,PC 33:2,HMDB0007940,1,1,1,1,C8,1,3.10085637076534,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.33.1,QI3504,PC 33:1,HMDB0007938,1,1,1,1,C8,1,3.2834204043954243,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.33.0,QI3649,PC 33:0,HMDB0007937,1,1,1,1,C8,1,4.05477391043552,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.34.5,QI3097,PC 34:5,HMDB0007916,1,1,1,1,C8,1,4.279829495876496,514,0.06274509803921569,0.11518083390923751,0.09966777408637872,0.08742532420224391
C8_PC.34.4,QI3209,PC 34:4,HMDB0007883,1,1,1,1,C8,1,3.028254793041837,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.34.3,TF05,PC 34:3,HMDB0008006,1,1,1,1,C8,1,2.9882663564714305,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.34.2,QI8765,PC 34:2,HMDB0007973,1,1,1,1,C8,1,2.6893345651163965,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.34.1,QI8599,PC 34:1,HMDB0007972,1,1,1,1,C8,1,3.030223073717458,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.34.0,QI8440,PC 34:0,HMDB0007970,1,1,1,1,C8,1,3.403374819683106,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.35.4,QI3344,PC 35:4,HMDB0008428,1,1,1,1,C8,1,3.3434349683451803,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.35.1,QI3748,PC 35:1,HMDB0256160,1,1,1,1,C8,1,3.1990571818249136,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.36.4_B,QI8759,PC 36:4_B,HMDB0007983,1,1,1,1,C8,1,2.8029443000508643,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.36.3,TF06,PC 36:3,HMDB0008105,1,1,1,1,C8,1,3.3118147816445127,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.36.2,QI3730,PC 36:2,HMDB0008039,1,1,1,1,C8,1,2.8573666590669373,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.36.1,QI3891,PC 36:1,HMDB0008038,1,1,1,1,C8,1,3.3674797283418747,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.37.4,QI8629,PC 37:4,HMDB0007955,1,1,1,1,C8,1,2.997623298590753,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.37.2,QI8393,PC 37:2,HMDB0256163,1,1,1,1,C8,1,3.515771498300101,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.37.1,QI4017,PC 37:1,HMDB0007952,1,1,1,1,C8,1,4.177836613325184,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.38.6,QI3451,PC 38:6,HMDB0007991,1,1,1,1,C8,1,2.884900668184651,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.38.4,QI3734,PC 38:4,HMDB0008048,1,1,1,1,C8,1,2.69542824662074,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.38.3,QI8432,PC 38:3,HMDB0008047,1,1,1,1,C8,1,3.269495501578216,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.38.2,QI3933,PC 38:2,HMDB0008270,1,1,1,1,C8,1,3.4128274768431064,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.38.1,QI8123,PC 38:1,HMDB0008269,1,1,1,1,C8,1,3.884952778824352,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.39.6,QI3572,PC 39:6,HMDB0240629,1,1,1,1,C8,1,3.1375461130915605,514,0.06274509803921569,0.09214466712739,0.09966777408637872,0.08013988051872359
C8_PC.40.9,QI3441,PC 40:9,HMDB0008731,1,1,1,1,C8,1,2.4400011551871437,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.40.6,QI3704,PC 40:6,HMDB0008057,1,1,1,1,C8,1,3.1507084421070974,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
C8_PC.40.5,QI8493,PC 40:5,HMDB0008312,1,1,1,1,C8,1,3.404051068875131,514,0.06274509803921569,0.0691085003455425,0.09966777408637872,0.07285443683520326
