Metabolite,Compound_ID_X01,Original_Metabolite_Name,HMDB_ID,Known_Compound,Included_X01,Included_Pilot,Included_MESA2,Assay,Known,cv_percent,n_pools,missing_exam_1,missing_exam_5,missing_exam_6,missing_all_exams
HILIC_X1.Methyl.nicotinamide,QI19010,1-Methyl nicotinamide,HMDB0000699,1,1,1,1,HILIC,1,2.169970254207016,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X1.Methyladenosine,QI18242,1-Methyladenosine,HMDB0003331,1,1,1,1,HILIC,1,5.691049908165025,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X1.Methylguanine,QI14720,1-Methylguanine,HMDB0003282,1,1,1,1,HILIC,1,14.377527685040828,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X1.Methylguanosine,QI14503,1-Methylguanosine,HMDB0001563,1,1,1,1,HILIC,1,17.48546825966052,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X3.Methylhistidine,TF00002,3-Methylhistidine,HMDB0000479,1,1,1,1,HILIC,1,4.134586353355959,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X4.Acetamidobutanoic.acid,TF00003,4-Acetamidobutanoic acid,HMDB0003681,1,1,1,1,HILIC,1,5.966986832838268,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X7.Methylguanine,QI15539,7-Methylguanine,HMDB0000897,1,1,1,1,HILIC,1,10.671142151717202,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Acisoga,QI15337,Acisoga,HMDB0061384,1,1,1,1,HILIC,1,2.6509656461552065,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Alanine,QI18372,Alanine,HMDB0000161,1,1,1,1,HILIC,1,2.1927318051057023,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Aminoisobutyric.acid,TF00001,Aminoisobutyric acid,HMDB0001906,1,1,1,1,HILIC,1,10.883036189888642,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Arginine,QI19604,Arginine,HMDB0000517,1,1,1,1,HILIC,1,4.481762401648406,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Betaine,QI19532,Betaine,HMDB0000043,1,1,1,1,HILIC,1,1.5352733729076598,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Biliverdin,QI07397,Biliverdin,HMDB0001008,1,1,1,1,HILIC,1,5.627984742578375,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Carnitine,QI19440,Carnitine,HMDB0000062,1,1,1,1,HILIC,1,1.4705787549859648,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Choline,QI19050,Choline,HMDB0000097,1,1,1,1,HILIC,1,2.0092915611731885,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Citrulline,QI19110,Citrulline,HMDB0000904,1,1,1,1,HILIC,1,2.3472598901254127,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Cortisol,QI07638,Cortisol,HMDB0000063,1,1,1,1,HILIC,1,10.074904699061104,533,0.047058823529411764,0.09214466712739,0.03322259136212625,0.05828354946816262
HILIC_Creatine,QI19074,Creatine,HMDB0000064,1,1,1,1,HILIC,1,2.1636248618690663,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Creatinine,QI16602,Creatinine,HMDB0000562,1,1,1,1,HILIC,1,2.458226953852174,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Cystine,TF00008,Cystine,HMDB0000192,1,1,1,1,HILIC,1,5.990813740748459,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Cytosine,QI16215,Cytosine,HMDB0000630,1,1,1,1,HILIC,1,11.580236036598894,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Diethanolamine,QI18608,Diethanolamine,HMDB0004437,1,1,1,1,HILIC,1,9.590225679850601,535,0.047058823529411764,1.4512785072563925,0,0.4808392831123416
HILIC_Dimethylarginine.and.Symmetric.dimethyl.arginine,TF00006,Dimethylarginine and Symmetric dimethyl-arginine,HMDB0001539,1,1,1,1,HILIC,1,10.439105891602575,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Dimethylglycine,QI19236,Dimethylglycine,HMDB0000092,1,1,1,1,HILIC,1,2.405984549701839,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_DMGV,TF00009,DMGV,HMDB0240212,1,1,1,1,HILIC,1,4.805180277871625,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_gamma.Aminobutyric.acid,TF00010,gamma-Aminobutyric acid,HMDB0000112,1,1,1,1,HILIC,1,6.157797394267053,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Glu.Gln,QI19219,Glu-Gln,HMDB0028817,1,1,1,1,HILIC,1,4.937558930724473,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Glutamic.acid,QI18171,Glutamic acid,HMDB0000148,1,1,1,1,HILIC,1,4.149637307205908,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Glutamine,QI18800,Glutamine,HMDB0000641,1,1,1,1,HILIC,1,1.732910862870719,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Glycine,TF00011,Glycine,HMDB0000123,1,1,1,1,HILIC,1,3.843040287440538,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Histidine,TF00012,Histidine,HMDB0000177,1,1,1,1,HILIC,1,5.632440503907761,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Homoarginine,QI19634,Homoarginine,HMDB0000670,1,1,1,1,HILIC,1,12.177964976026379,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Hydroxyproline,QI18506,Hydroxyproline,HMDB0000725,1,1,1,1,HILIC,1,3.6263398239810347,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Isoleucine,TF00013,Isoleucine,HMDB0000172,1,1,1,1,HILIC,1,2.4942028046007745,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Leucine,TF00014,Leucine,HMDB0000687,1,1,1,1,HILIC,1,2.7195170506152295,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Lysine,QI19739,Lysine,HMDB0000182,1,1,1,1,HILIC,1,2.8677594792163514,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Methionine,QI17233,Methionine,HMDB0000696,1,1,1,1,HILIC,1,2.9189808374843147,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Methionine.sulfoxide,QI19340,Methionine sulfoxide,HMDB0002005,1,1,1,1,HILIC,1,6.874615683628813,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.6..N.6..Dimethyl.lysine,QI05474,"N(6),N(6)-Dimethyl-lysine",HMDB0013287,1,1,1,1,HILIC,1,4.189479370121784,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.6..Methyllysine,QI19881,N(6)-Methyllysine,HMDB0002038,1,1,1,1,HILIC,1,3.379911810454134,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N1.Acetylspermidine,QI19919,N1-Acetylspermidine,HMDB0001276,1,1,1,1,HILIC,1,3.989358397322344,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N1.Methyl.2.pyridone.5.carboxamide,QI12887,N1-Methyl-2-pyridone-5-carboxamide,HMDB0004193,1,1,1,1,HILIC,1,6.259474122951296,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N1.Methyl.4.pyridone.3.carboxamide,QI14343,N1-Methyl-4-pyridone-3-carboxamide,NA,1,1,1,1,HILIC,1,7.741434084626718,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N2.N2.Dimethylguanosine,QI14900,"N2,N2-Dimethylguanosine",HMDB0004824,1,1,1,1,HILIC,1,11.274358660683523,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N4.Acetylcytidine,QI12844,N4-Acetylcytidine,HMDB0005923,1,1,1,1,HILIC,1,4.614852341654948,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N6.Acetyllysine,QI19130,N6-Acetyllysine,HMDB0000206,1,1,1,1,HILIC,1,4.682662959292807,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.Acetylgalactosamine,TF00005,N-Acetylgalactosamine,HMDB0000853,1,1,1,1,HILIC,1,10.744168917357658,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.Acetylisoputreanine,QI18944,N-Acetylisoputreanine,HMDB0094713,1,1,1,1,HILIC,1,2.692435844048525,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.Acetylornithine,QI19151,N-Acetylornithine,HMDB0003357,1,1,1,1,HILIC,1,3.665382218665126,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.Acetylvaline,QI11177,N-Acetylvaline,HMDB0011757,1,1,1,1,HILIC,1,7.573847545188457,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Niacinamide,QI12052,Niacinamide,HMDB0001406,1,1,1,1,HILIC,1,4.562922908937094,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.methyl.pipecolic.acid,QI19253,N-methyl pipecolic acid,HMDB0341360,1,1,1,1,HILIC,1,2.796760057428403,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_N.Methyl.proline,QI19326,N-Methyl-proline,HMDB0094696,1,1,1,1,HILIC,1,3.4863870186088755,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_O.Ethylhomoserine,QI17865,O-Ethylhomoserine,NA,1,1,1,1,HILIC,1,3.24465231183195,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Ornithine,TF00022,Ornithine,HMDB0000214,1,1,1,1,HILIC,1,4.295834443873625,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Pantothenic.acid,TF00023,Pantothenic acid,HMDB0000210,1,1,1,1,HILIC,1,6.18587130178575,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Phenylalanine,TF00030,Phenylalanine,HMDB0000159,1,1,1,1,HILIC,1,2.5810489898758506,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Pipecolic.acid,QI18710,Pipecolic acid,HMDB0000716,1,1,1,1,HILIC,1,2.980674276389216,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Proline,QI18905,Proline,HMDB0000162,1,1,1,1,HILIC,1,1.8747342656070496,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Proline.betaine,QI19668,Proline betaine,HMDB0004827,1,1,1,1,HILIC,1,3.0327457589090145,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Pseudouridine,QI12738,Pseudouridine,HMDB0000767,1,1,1,1,HILIC,1,6.377268755480711,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Serine,QI18228,Serine,HMDB0000187,1,1,1,1,HILIC,1,4.2807635094178,533,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_sn.Glycero.3.phosphocholine,QI05513,sn-Glycero-3-phosphocholine,HMDB0000086,1,1,1,1,HILIC,1,2.657653895167845,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Targinine,QI19717,Targinine,HMDB0029416,1,1,1,1,HILIC,1,9.24437226187116,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Taurine,QI16073,Taurine,HMDB0000251,1,1,1,1,HILIC,1,3.4567821988733614,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Threonine,TF00037,Threonine,HMDB0000167,1,1,1,1,HILIC,1,3.3701469237085107,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Triethanolamine,QI18269,Triethanolamine,HMDB0032538,1,1,1,1,HILIC,1,13.049867048277768,534,0.047058823529411764,0.0691085003455425,0.09966777408637872,0.06556899315168294
HILIC_Trigonelline,QI19476,Trigonelline,HMDB0000875,1,1,1,1,HILIC,1,2.452212335976488,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Trimethylamine.N.oxide,TF00038,Trimethylamine N-oxide,HMDB0000925,1,1,1,1,HILIC,1,2.0331097974642978,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Tryptophan,TF00039,Tryptophan,HMDB0000929,1,1,1,1,HILIC,1,2.0576523271148064,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Tyrosine,TF00040,Tyrosine,HMDB0000158,1,1,1,1,HILIC,1,2.429911383437032,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Urocanic.acid,QI13087,Urocanic acid,HMDB0000301,1,1,1,1,HILIC,1,12.439278886826981,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Valine,TF00041,Valine,HMDB0000883,1,1,1,1,HILIC,1,1.9885367389933732,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_Xanthine,TF00043,Xanthine,HMDB0000292,1,1,1,1,HILIC,1,7.426807082142661,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_X3.Dehydroxycarnitine,QI19426,3-Dehydroxycarnitine,HMDB0001161,1,1,1,1,HILIC,1,1.9530228219558827,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.2.0,QI19344,CAR 2:0,HMDB0000201,1,1,1,1,HILIC,1,2.110044483840544,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.3.0,QI19064,CAR 3:0,HMDB0000824,1,1,1,1,HILIC,1,2.0147086693535616,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.4.0,QI18715,CAR 4:0,HMDB0002013,1,1,1,1,HILIC,1,2.3233777486128417,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.5.0,QI18310,CAR 5:0,HMDB0000688,1,1,1,1,HILIC,1,2.5774545938250593,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.4.0.OH,QI19458,CAR 4:0;OH,HMDB0013127,1,1,1,1,HILIC,1,6.4154748595424484,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.6.0,QI18010,CAR 6:0,HMDB0000705,1,1,1,1,HILIC,1,4.258745188759245,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.DC4.0,QI19233,CAR DC4:0,HMDB0013133,1,1,1,1,HILIC,1,6.710407447832181,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.7.1,QI17929,CAR 7:1,HMDB0241681,1,1,1,1,HILIC,1,8.408040331645122,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.DC5.0,QI19068,CAR DC5:0,HMDB0013130,1,1,1,1,HILIC,1,5.190348573910803,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.8.2,QI17871,CAR 8:2,HMDB0241717,1,1,1,1,HILIC,1,5.204440825487584,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.8.1,QI17702,CAR 8:1,HMDB0013324,1,1,1,1,HILIC,1,2.3138429843592823,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.8.0,QI17614,CAR 8:0,HMDB0000791,1,1,1,1,HILIC,1,3.136443142973222,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.9.0,QI17411,CAR 9:0,HMDB0013288,1,1,1,1,HILIC,1,7.05939724912655,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.10.1,QI17386,CAR 10:1,HMDB0013205,1,1,1,1,HILIC,1,2.5566319401949,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.10.0,QI17339,CAR 10:0,HMDB0000651,1,1,1,1,HILIC,1,2.4764601113577167,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.11.1,QI17283,CAR 11:1,HMDB0062737,1,1,1,1,HILIC,1,3.8709767921966995,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.10.0.OH,QI17910,CAR 10:0;OH,HMDB0061636,1,1,1,1,HILIC,1,5.416605597184416,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.12.2,QI17207,CAR 12:2,HMDB0241240,1,1,1,1,HILIC,1,5.02830792717651,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.12.1,QI17166,CAR 12:1,HMDB0013326,1,1,1,1,HILIC,1,3.451665427041412,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.12.0,QI17149,CAR 12:0,HMDB0002250,1,1,1,1,HILIC,1,3.596048157994419,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.13.1,QI17102,CAR 13:1,HMDB0241309,1,1,1,1,HILIC,1,4.168445080715902,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_CAR.13.0,QI16992,CAR 13:0,HMDB0241308,1,1,1,1,HILIC,1,4.454931284301765,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.14.3,QI17143,CAR 14:3,HMDB0241394,1,1,1,1,HILIC,1,5.847436032223468,535,0.047058823529411764,0.0691085003455425,0.0664451827242525,0.05828354946816262
HILIC_CAR.14.2,QI17050,CAR 14:2,HMDB0013331,1,1,1,1,HILIC,1,4.594037895635176,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.14.1,QI16962,CAR 14:1,HMDB0002014,1,1,1,1,HILIC,1,3.8259162231606685,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.14.0,QI16963,CAR 14:0,HMDB0005066,1,1,1,1,HILIC,1,4.364014358845028,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.16.3,QI16897,CAR 16:3,HMDB0241493,1,1,1,1,HILIC,1,6.696432366156832,535,0.047058823529411764,0.09214466712739,0.03322259136212625,0.05828354946816262
HILIC_CAR.16.1,QI16772,CAR 16:1,HMDB0013207,1,1,1,1,HILIC,1,6.6742454562194045,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.16.0,QI16736,CAR 16:0,HMDB0000222,1,1,1,1,HILIC,1,4.186787491693131,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.18.2,QI16717,CAR 18:2,HMDB0006469,1,1,1,1,HILIC,1,6.181688503185522,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.18.1,QI16679,CAR 18:1,HMDB0005065,1,1,1,1,HILIC,1,5.175016190759965,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.24.1,QI16455,CAR 24:1,HMDB0241632,1,1,1,1,HILIC,1,15.302431920947127,535,0.047058823529411764,0.11518083390923751,0.3986710963455149,0.14570887367040652
HILIC_CAR.24.0,QI16395,CAR 24:0,HMDB0240665,1,1,1,1,HILIC,1,5.80429689705977,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.26.1,QI16361,CAR 26:1,HMDB0241641,1,1,1,1,HILIC,1,5.6438170432071315,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_CAR.26.0,QI16296,CAR 26:0,HMDB0006347,1,1,1,1,HILIC,1,5.018552403696845,535,0.047058823529411764,0.0691085003455425,0.03322259136212625,0.050998105784642284
HILIC_LPC.14.0,QI18524,LPC 14:0,HMDB0010379,1,1,1,1,HILIC,1,3.428614926187705,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPC.15.0,QI18352,LPC 15:0,HMDB0010381,1,1,1,1,HILIC,1,3.674162456558054,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPC.16.1,QI18353,LPC 16:1,HMDB0010383,1,1,1,1,HILIC,1,2.947700158322956,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPC.18.3,QI18323,LPC 18:3,HMDB0010387,1,1,1,1,HILIC,1,3.3058895520748512,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPC.18.1,TF00015,LPC 18:1,HMDB0002815,1,1,1,1,HILIC,1,3.2342961859681276,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPC.18.0,QI18195,LPC 18:0,HMDB0010384,1,1,1,1,HILIC,1,3.1949583494842173,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPC.20.5,QI18292,LPC 20:5,HMDB0010397,1,1,1,1,HILIC,1,3.198563383856213,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPC.20.4,QI18236,LPC 20:4,HMDB0010395,1,1,1,1,HILIC,1,3.054837009916144,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.32.0.or.PC.O.32.1,QI16727,PC P-32:0 or PC O-32:1,HMDB0007896,1,1,1,1,HILIC,1,3.4881130513420255,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.O.32.0,QI16741,PC O-32:0,NA,1,1,1,1,HILIC,1,3.9865583665264195,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.34.2.or.PC.O.34.3,TF00027,PC P-34:2 or PC O-34:3,HMDB0011211,1,1,1,1,HILIC,1,3.5765467123646935,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.34.1.or.PC.O.34.2,QI16719,PC P-34:1 or PC O-34:2,HMDB0011210,1,1,1,1,HILIC,1,2.8379325017513986,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.34.0.or.PC.O.34.1,QI16721,PC P-34:0 or PC O-34:1,HMDB0011208,1,1,1,1,HILIC,1,3.188475986223708,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.36.5.or.PC.O.36.6,QI16622,PC P-36:5 or PC O-36:6,HMDB0008260,1,1,1,1,HILIC,1,7.01937385466294,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.36.4.or.PC.O.36.5,QI16613,PC P-36:4 or PC O-36:5,HMDB0011221,1,1,1,1,HILIC,1,3.1048981635655566,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.35.1.or.PC.O.35.2,QI16593,PC P-35:1 or PC O-35:2,NA,1,1,1,1,HILIC,1,7.88826090289905,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.38.6.or.PC.O.38.7,QI16585,PC P-38:6 or PC O-38:7,HMDB0011229,1,1,1,1,HILIC,1,4.040203801262731,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.38.5.or.PC.O.38.6,TF00028,PC P-38:5 or PC O-38:6,HMDB0011319,1,1,1,1,HILIC,1,2.892791533230243,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.P.38.4.or.PC.O.38.5,QI16630,PC P-38:4 or PC O-38:5,HMDB0011253,1,1,1,1,HILIC,1,2.570671901485339,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.32.3,QI16799,PC 32:3,HMDB0007875,1,1,1,1,HILIC,1,6.201797290676661,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.32.0,QI16731,PC 32:0,HMDB0007871,1,1,1,1,HILIC,1,3.3190773246581684,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PC.35.2,QI16688,PC 35:2,HMDB0007946,1,1,1,1,HILIC,1,2.662842295806176,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.16.0,QI16374,LPE 16:0,HMDB0011503,1,1,1,1,HILIC,1,3.2818594347367953,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.18.3,QI16384,LPE 18:3,HMDB0011478,1,1,1,1,HILIC,1,8.455767101647345,535,0.047058823529411764,0.11518083390923751,0.03322259136212625,0.06556899315168294
HILIC_LPE.18.2,QI16358,LPE 18:2,HMDB0011507,1,1,1,1,HILIC,1,3.12981556945068,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.18.1,QI16293,LPE 18:1,HMDB0011475,1,1,1,1,HILIC,1,3.48355769459462,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.18.0,QI16260,LPE 18:0,HMDB0011130,1,1,1,1,HILIC,1,3.5291238329226675,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.20.4,QI16277,LPE 20:4,HMDB0011517,1,1,1,1,HILIC,1,3.5226991850489484,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.20.3,QI16261,LPE 20:3,HMDB0011484,1,1,1,1,HILIC,1,6.82487974228056,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.22.6,QI16222,LPE 22:6,HMDB0011526,1,1,1,1,HILIC,1,3.589706675668363,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_LPE.P.18.0.or.LPE.O.18.1,QI16109,LPE P-18:0 or LPE O-18:1,HMDB0240598,1,1,1,1,HILIC,1,5.339828031092943,535,0.047058823529411764,0.09214466712739,0,0.050998105784642284
HILIC_PE.P.34.2.or.PE.O.34.3,QI15069,PE P-34:2 or PE O-34:3,HMDB0011343,1,1,1,1,HILIC,1,4.0953040851890785,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PE.P.34.1.or.PE.O.34.2,QI15052,PE P-34:1 or PE O-34:2,HMDB0008952,1,1,1,1,HILIC,1,4.26874814321345,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PE.P.35.2.or.PE.O.35.3,QI15053,PE P-35:2 or PE O-35:3,NA,1,1,1,1,HILIC,1,7.247506387667814,535,0.047058823529411764,0.09214466712739,0.03322259136212625,0.05828354946816262
HILIC_PE.P.36.4.or.PE.O.36.5,QI14947,PE P-36:4 or PE O-36:5,HMDB0011410,1,1,1,1,HILIC,1,3.759818558649138,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PE.P.36.2.or.PE.O.36.3,QI15015,PE P-36:2 or PE O-36:3,HMDB0011441,1,1,1,1,HILIC,1,3.986174622010562,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PE.P.38.6.or.PE.O.38.7,QI14924,PE P-38:6 or PE O-38:7,HMDB0011420,1,1,1,1,HILIC,1,4.020065368334028,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PE.P.38.4.or.PE.O.38.5,QI14909,PE P-38:4 or PE O-38:5,HMDB0005779,1,1,1,1,HILIC,1,3.5860640319055426,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
HILIC_PE.P.40.6.or.PE.O.40.7,QI14872,PE P-40:6 or PE O-40:7,HMDB0011394,1,1,1,1,HILIC,1,3.8754870727392823,535,0.047058823529411764,0.0691085003455425,0,0.04371266210112196
